sample_id,ground_truth_san_raw,ground_truth_posformer_raw,ground_truth_san_no_limits,ground_truth_posformer_no_limits,gt_equal_raw,gt_equal_after_remove_limits,san_prediction_raw,posformer_prediction_raw,san_prediction_no_limits,posformer_prediction_no_limits,san_correct_normalized_gt_san,posformer_correct_normalized_gt_san,outcome_normalized_gt_san,san_correct_normalized_gt_posformer,posformer_correct_normalized_gt_posformer,outcome_normalized_gt_posformer
RIT_2014_166,\tan ( 3 a ) = \frac { 3 \tan a - \tan ^ { 3 } a } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 a ) = \frac { 3 \tan a - \tan ^ { 3 } a } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 a ) = \frac { 3 \tan a - \tan ^ { 3 } a } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 a ) = \frac { 3 \tan a - \tan ^ { 3 } a } { 1 - 3 \tan ^ { 2 } a },True,True,\tan ( 3 ) ) = \frac { 3 \cos a a - | y } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 a ) = \frac { 3 \sin a - 4 a ^ { 3 } } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 ) ) = \frac { 3 \cos a a - | y } { 1 - 3 \tan ^ { 2 } a },\tan ( 3 a ) = \frac { 3 \sin a - 4 a ^ { 3 } } { 1 - 3 \tan ^ { 2 } a },False,False,both_wrong,False,False,both_wrong
RIT_2014_167,\sqrt { c ^ { 2 } } = \sqrt { 8 1 0 0 0 0 + 5 6 2 5 0 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 1 0 0 0 0 + 5 6 2 5 0 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 1 0 0 0 0 + 5 6 2 5 0 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 1 0 0 0 0 + 5 6 2 5 0 0 },True,True,\sqrt { c ^ { 2 } } = \sqrt { 8 ( 0 0 0 + 5 ( 3 5 0 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 0 0 0 0 + 5 ( 5 5 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 ( 0 0 0 + 5 ( 3 5 0 0 },\sqrt { c ^ { 2 } } = \sqrt { 8 0 0 0 0 + 5 ( 5 5 0 },False,False,both_wrong,False,False,both_wrong
RIT_2014_168,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ^ { ! } } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ^ { ! } } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ^ { ! } } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ^ { ! } } { 4 ! } + \ldots,True,True,\pi n \cdot e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 4 } + \ldots,2 \pi n \cdot e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi } { 4 ! } + \ldots,\pi n \cdot e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 4 } + \ldots,2 \pi n \cdot e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi } { 4 ! } + \ldots,False,False,both_wrong,False,False,both_wrong
RIT_2014_169,\beta _ { j + 1 },\beta _ { j + 1 },\beta _ { j + 1 },\beta _ { j + 1 },True,True,\beta _ { j + 1 },\beta _ { j + 1 },\beta _ { j + 1 },\beta _ { j + 1 },True,True,both_correct,True,True,both_correct
RIT_2014_17,P _ { 1 } P _ { 3 },P _ { 1 } P _ { 3 },P _ { 1 } P _ { 3 },P _ { 1 } P _ { 3 },True,True,"P , P _ { 3 }","P , P _ { 3 }","P , P _ { 3 }","P , P _ { 3 }",False,False,both_wrong,False,False,both_wrong
RIT_2014_170,\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),True,True,\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ) \sin ( \frac { x - y } { 2 } ),True,True,both_correct,True,True,both_correct
RIT_2014_171,\frac { ( ( j ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( j ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( j ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( j ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),True,True,\frac { ( ( ) ) ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( i ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( ) ) ( j ) + 1 ) } { 2 } + ( j + 1 ),\frac { ( ( i ) ) ( ( j ) + 1 ) } { 2 } + ( j + 1 ),False,False,both_wrong,False,False,both_wrong
RIT_2014_172,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,True,True,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,\frac { \sin ( \pi ) - \sin ( 0 ) } { \pi - 0 } = 0,True,True,both_correct,True,True,both_correct
RIT_2014_173,p _ { i } = \frac { q _ { i } + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { q _ { i } + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { q _ { i } + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { q _ { i } + a } { \sum ( q _ { i } + c ) },True,True,p _ { i } = \frac { g _ { i + a } + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { q _ { i + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { g _ { i + a } + a } { \sum ( q _ { i } + c ) },p _ { i } = \frac { q _ { i + a } { \sum ( q _ { i } + c ) },False,False,both_wrong,False,False,both_wrong
RIT_2014_174,\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { n } - y _ { n - 1 } ),\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { n } - y _ { n - 1 } ),\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { n } - y _ { n - 1 } ),\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { n } - y _ { n - 1 } ),True,True,\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { 1 } - y _ { n - 1 } - 1 ),\frac { 7 } { 0 } y _ { n } ( - y _ { n + 1 } + 2 y _ { 1 } - y _ { n - 1 ),\frac { 7 } { 6 } y _ { n } ( - y _ { n + 1 } + 2 y _ { 1 } - y _ { n - 1 } - 1 ),\frac { 7 } { 0 } y _ { n } ( - y _ { n + 1 } + 2 y _ { 1 } - y _ { n - 1 ),False,False,both_wrong,False,False,both_wrong
RIT_2014_175,\cos ( \sigma ) > 1 - 2 ( \frac { \sigma } { 2 } ) ^ { 2 } = 1 - \frac { \sigma ^ { 2 } } { 2 },\cos ( \sigma ) > 1 - 2 ( \frac { \sigma } { 2 } ) ^ { 2 } = 1 - \frac { \sigma ^ { 2 } } { 2 },\cos ( \sigma ) > 1 - 2 ( \frac { \sigma } { 2 } ) ^ { 2 } = 1 - \frac { \sigma ^ { 2 } } { 2 },\cos ( \sigma ) > 1 - 2 ( \frac { \sigma } { 2 } ) ^ { 2 } = 1 - \frac { \sigma ^ { 2 } } { 2 },True,True,\cos ( \theta ) > / - 2 ( \frac { \theta } { 2 } ) ^ { 2 } = 1 - \frac { \theta ^ { 2 } } { 2 },\cos ( \theta ) > ( - z ( \frac { \theta } { 2 } ) ^ { 2 } = 1 - \frac { \theta ^ { 2 } } { 2 },\cos ( \theta ) > / - 2 ( \frac { \theta } { 2 } ) ^ { 2 } = 1 - \frac { \theta ^ { 2 } } { 2 },\cos ( \theta ) > ( - z ( \frac { \theta } { 2 } ) ^ { 2 } = 1 - \frac { \theta ^ { 2 } } { 2 },False,False,both_wrong,False,False,both_wrong
RIT_2014_176,1 8 z,1 8 z,1 8 z,1 8 z,True,True,1 8 2,1 8 2,1 8 2,1 8 2,False,False,both_wrong,False,False,both_wrong
RIT_2014_177,Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },True,True,Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \cdots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \ldots + Y _ { n },Y _ { 1 } + Y _ { 2 } + Y _ { 3 } + \cdots + Y _ { n },True,False,san_only,True,False,san_only
RIT_2014_178,x ^ { \frac { p } { q } } = \sqrt [ q ] { x ^ { p } } = \sqrt [ q ] { x ^ { p } },x ^ { \frac { p } { q } } = \sqrt [ q ] { x ^ { p } } = \sqrt [ q ] { x ^ { p } },x ^ { \frac { p } { q } } = \sqrt [ q ] { x ^ { p } } = \sqrt [ q ] { x ^ { p } },x ^ { \frac { p } { q } } = \sqrt [ q ] { x ^ { p } } = \sqrt [ q ] { x ^ { p } },True,True,x ^ { \frac { B } { q } = \sqrt { x ^ { p } } = \sqrt { x } } = \sqrt { x ^ { p } } = \sqrt { x },x ^ { \frac { p } { q } } = \sqrt [ n ] { x ^ { p } } = \sqrt [ 5 ] { x ^ { p } },x ^ { \frac { B } { q } = \sqrt { x ^ { p } } = \sqrt { x } } = \sqrt { x ^ { p } } = \sqrt { x },x ^ { \frac { p } { q } } = \sqrt [ n ] { x ^ { p } } = \sqrt [ 5 ] { x ^ { p } },False,False,both_wrong,False,False,both_wrong
RIT_2014_179,y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },True,True,y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },y = 3 x + 7 + \frac { x + 8 } { x },True,True,both_correct,True,True,both_correct
RIT_2014_18,\int d _ { X } = \int g t d t,\int d _ { X } = \int g t d t,\int d _ { X } = \int g t d t,\int d _ { X } = \int g t d t,True,True,\int d x = \int g t d t,\int d x = \int g t d t,\int d x = \int g t d t,\int d x = \int g t d t,False,False,both_wrong,False,False,both_wrong
RIT_2014_180,\sqrt { a } \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\sqrt { a } \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\sqrt { a } \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\sqrt { a } \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },True,True,\int a \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\sqrt { a \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\int a \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },\sqrt { a \sqrt { - a } = \sqrt { - a ^ { 2 } } = j \sqrt { a ^ { 2 } },False,False,both_wrong,False,False,both_wrong
RIT_2014_181,\lim _ { b \rightarrow \infty } f ( b ),\lim \limits _ { b \rightarrow \infty } f ( b ),\lim _ { b \rightarrow \infty } f ( b ),\lim _ { b \rightarrow \infty } f ( b ),False,True,\lim _ { b \rightarrow \infty } f ( 6 ),\lim \limits _ { b \rightarrow \infty } f ( b ),\lim _ { b \rightarrow \infty } f ( 6 ),\lim _ { b \rightarrow \infty } f ( b ),False,True,posformer_only,False,True,posformer_only
RIT_2014_182,\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },False,True,\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },False,False,both_wrong,False,False,both_wrong
RIT_2014_183,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,False,True,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { X \rightarrow \infty } p _ { 2 } ( X ) > 0,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim _ { X \rightarrow \infty } p _ { 2 } ( X ) > 0,True,False,san_only,True,False,san_only
RIT_2014_184,\lim _ { b \rightarrow \infty } f ( b ) = 0,\lim \limits _ { b \rightarrow \infty } f ( b ) = 0,\lim _ { b \rightarrow \infty } f ( b ) = 0,\lim _ { b \rightarrow \infty } f ( b ) = 0,False,True,\lim _ { b \rightarrow \infty } f ( 6 ) = 0,\lim \limits _ { b \rightarrow \infty } f ( 6 ) = 0,\lim _ { b \rightarrow \infty } f ( 6 ) = 0,\lim _ { b \rightarrow \infty } f ( 6 ) = 0,False,False,both_wrong,False,False,both_wrong
RIT_2014_185,\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim \limits _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,False,True,\lim _ { n \rightarrow \infty } n \sin ( \frac { \pi } { n + 1 } ) - \lim _ { n \rightarrow 0 } n ^ { \frac { 2 \pi } { n + 1 } - 2 \pi },\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 \pi } { n + 1 } ) - \lim \limits _ { n \rightarrow 0 } n \frac { 2 \pi } { n + 1 } - 2 \pi },\lim _ { n \rightarrow \infty } n \sin ( \frac { \pi } { n + 1 } ) - \lim _ { n \rightarrow 0 } n ^ { \frac { 2 \pi } { n + 1 } - 2 \pi },\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 \pi } { n + 1 } ) - \lim _ { n \rightarrow 0 } n \frac { 2 \pi } { n + 1 } - 2 \pi },False,False,both_wrong,False,False,both_wrong
RIT_2014_186,\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),True,True,\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),\sin ( 3 x ) = - 4 \sin ^ { 3 } ( x ) + 3 \sin ( x ),True,True,both_correct,True,True,both_correct
RIT_2014_187,1 m,1 m,1 m,1 m,True,True,1 m,1 m,1 m,1 m,True,True,both_correct,True,True,both_correct
RIT_2014_188,\cos ( x + y ) - \cos x \cos y - \sin x \sin y,\cos ( x + y ) - \cos x \cos y - \sin x \sin y,\cos ( x + y ) - \cos x \cos y - \sin x \sin y,\cos ( x + y ) - \cos x \cos y - \sin x \sin y,True,True,\cos ( x + y ) - \cos ( \cos y - \sin x \sin y,\cos ( x + y ) - \cos ( \cos y - \sin x \sin y ),\cos ( x + y ) - \cos ( \cos y - \sin x \sin y,\cos ( x + y ) - \cos ( \cos y - \sin x \sin y ),False,False,both_wrong,False,False,both_wrong
RIT_2014_189,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,True,True,\sqrt { b 4 g + b 4 8 } + 8,\sqrt [ x ] { b 4 8 \times b 4 8 } + 8,\sqrt { b 4 g + b 4 8 } + 8,\sqrt [ x ] { b 4 8 \times b 4 8 } + 8,False,False,both_wrong,False,False,both_wrong
RIT_2014_19,2 ^ { 2 ^ { 2 ^ { 6 5 5 3 6 } } } - 3,2 ^ { 2 ^ { 2 ^ { 6 5 5 3 6 } } } - 3,2 ^ { 2 ^ { 2 ^ { 6 5 5 3 6 } } } - 3,2 ^ { 2 ^ { 2 ^ { 6 5 5 3 6 } } } - 3,True,True,2 ^ { 2 ^ { ( 5 5 7 6 } },2 ^ { 2 ^ { 4 5 5 3 6 } } - 3,2 ^ { 2 ^ { ( 5 5 7 6 } },2 ^ { 2 ^ { 4 5 5 3 6 } } - 3,False,False,both_wrong,False,False,both_wrong
RIT_2014_190,B \sin ( n \pi y ) = \sin ( \pi y ) + \frac { 1 } { 5 } \sin ( 3 \pi y ),B \sin ( n \pi y ) = \sin ( \pi y ) + \frac { 1 } { 5 } \sin ( 3 \pi y ),B \sin ( n \pi y ) = \sin ( \pi y ) + \frac { 1 } { 5 } \sin ( 3 \pi y ),B \sin ( n \pi y ) = \sin ( \pi y ) + \frac { 1 } { 5 } \sin ( 3 \pi y ),True,True,B \sin ( n y ) = \sin ( \pi y ) ^ { t } s ^ { \sin ( 3 \pi ) ) },"B \sin ( \sin ( y ) - \sin ( x , y ) + 1 } ( \sin ^ { \sin ( \pi ) ) }",B \sin ( n y ) = \sin ( \pi y ) ^ { t } s ^ { \sin ( 3 \pi ) ) },"B \sin ( \sin ( y ) - \sin ( x , y ) + 1 } ( \sin ^ { \sin ( \pi ) ) }",False,False,both_wrong,False,False,both_wrong
RIT_2014_191,x [ \infty ] = \lim _ { z \rightarrow 1 ( z - 1 ) x ( z ) },x [ \infty ] = \lim \limits _ { z \rightarrow 1 } ( z - 1 ) x ( z ),x [ \infty ] = \lim _ { z \rightarrow 1 ( z - 1 ) x ( z ) },x [ \infty ] = \lim _ { z \rightarrow 1 } ( z - 1 ) x ( z ),False,False,x [ \infty ] \cdot \lim _ { z \rightarrow 1 } ( z - 1 ) X ( z ),x [ \infty ] = \lim \limits _ { z \rightarrow 1 } ( z - 1 ) X ( z ),x [ \infty ] \cdot \lim _ { z \rightarrow 1 } ( z - 1 ) X ( z ),x [ \infty ] = \lim _ { z \rightarrow 1 } ( z - 1 ) X ( z ),False,False,both_wrong,False,False,both_wrong
RIT_2014_192,\frac { \log _ { b } x } { \log _ { b } a },\frac { \log _ { b } x } { \log _ { b } a },\frac { \log _ { b } x } { \log _ { b } a },\frac { \log _ { b } x } { \log _ { b } a },True,True,\frac { \log _ { b } x } { \log _ { b } a },\frac { \log _ { b } x } { \log _ { b } ^ { a } },\frac { \log _ { b } x } { \log _ { b } a },\frac { \log _ { b } x } { \log _ { b } ^ { a } },True,False,san_only,True,False,san_only
RIT_2014_193,E _ { t o t } = \sum _ { n } E _ { n },E _ { t o t } = \sum \limits _ { n } E _ { n },E _ { t o t } = \sum _ { n } E _ { n },E _ { t o t } = \sum _ { n } E _ { n },False,True,E _ { t k k } = \sum _ { n } E _ { n },E _ { t o k } = \sum \limits _ { n } E _ { n },E _ { t k k } = \sum _ { n } E _ { n },E _ { t o k } = \sum _ { n } E _ { n },False,False,both_wrong,False,False,both_wrong
RIT_2014_194,x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),True,True,x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),x ^ { 2 } ( x - 1 ) ( x ^ { 2 } + x + 1 ) + ( x ^ { 2 } + x + 1 ),True,True,both_correct,True,True,both_correct
RIT_2014_195,\sqrt [ m ] { \sqrt [ n ] { x } },\sqrt [ m ] { \sqrt [ n ] { x } },\sqrt [ m ] { \sqrt [ n ] { x } },\sqrt [ m ] { \sqrt [ n ] { x } },True,True,\sqrt { \sqrt { x } },\sqrt [ n ] { \sqrt { x } },\sqrt { \sqrt { x } },\sqrt [ n ] { \sqrt { x } },False,False,both_wrong,False,False,both_wrong
RIT_2014_196,\int \sin ^ { 2 } x d x,\int \sin ^ { 2 } x d x,\int \sin ^ { 2 } x d x,\int \sin ^ { 2 } x d x,True,True,1 \sin ^ { 2 } x d x,\int \sin ^ { 2 } \times d x,1 \sin ^ { 2 } x d x,\int \sin ^ { 2 } \times d x,False,False,both_wrong,False,False,both_wrong
RIT_2014_197,k _ { i } = \frac { x _ { i } } { \sum x _ { i } },k _ { i } = \frac { x _ { i } } { \sum x _ { i } },k _ { i } = \frac { x _ { i } } { \sum x _ { i } },k _ { i } = \frac { x _ { i } } { \sum x _ { i } },True,True,k _ { i } = \frac { X _ { i } } { \sum X _ { i } },t _ { i } = \frac { X _ { i } } { \sum x _ { i } },k _ { i } = \frac { X _ { i } } { \sum X _ { i } },t _ { i } = \frac { X _ { i } } { \sum x _ { i } },False,False,both_wrong,False,False,both_wrong
RIT_2014_198,| x | | y | = | x y |,| x | | y | = | x y |,| x | | y | = | x y |,| x | | y | = | x y |,True,True,| x | | y | = | x y |,| x | / | y | = | x y |,| x | | y | = | x y |,| x | / | y | = | x y |,True,False,san_only,True,False,san_only
RIT_2014_199,"X _ { t _ { 2 } } - X _ { t _ { 1 } } , \ldots , X _ { t _ { n } } - X _ { t _ { n - 1 } }","X _ { t _ { 2 } } - X _ { t _ { 1 } } , \ldots , X _ { t _ { n } } - X _ { t _ { n - 1 } }","X _ { t _ { 2 } } - X _ { t _ { 1 } } , \ldots , X _ { t _ { n } } - X _ { t _ { n - 1 } }","X _ { t _ { 2 } } - X _ { t _ { 1 } } , \ldots , X _ { t _ { n } } - X _ { t _ { n - 1 } }",True,True,"X _ { 2 } - X _ { t } \ldots , q _ { n } X _ { 1 1 }","X _ { t _ { 2 } } - X _ { t _ { i } } \ldots , X _ { i _ { n } - X _ { i + 1 }","X _ { 2 } - X _ { t } \ldots , q _ { n } X _ { 1 1 }","X _ { t _ { 2 } } - X _ { t _ { i } } \ldots , X _ { i _ { n } - X _ { i + 1 }",False,False,both_wrong,False,False,both_wrong
RIT_2014_2,\lim _ { x \rightarrow c } f ( x ) = L,\lim \limits _ { x \rightarrow c } f ( x ) = L,\lim _ { x \rightarrow c } f ( x ) = L,\lim _ { x \rightarrow c } f ( x ) = L,False,True,\lim _ { x \rightarrow c } f ( x ) = L,\lim \limits _ { x \rightarrow c } f ( x ) = L,\lim _ { x \rightarrow c } f ( x ) = L,\lim _ { x \rightarrow c } f ( x ) = L,True,True,both_correct,True,True,both_correct
RIT_2014_20,[ e ],[ e ],[ e ],[ e ],True,True,[ e ],[ e ],[ e ],[ e ],True,True,both_correct,True,True,both_correct
RIT_2014_200,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim \limits _ { n \rightarrow \infty } y _ { n } = 0,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim _ { n \rightarrow \infty } y _ { n } = 0,False,True,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim \limits _ { n \rightarrow \infty } y _ { n } = 0,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim _ { n \rightarrow \infty } y _ { n } = 0,True,True,both_correct,True,True,both_correct
RIT_2014_201,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,True,True,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,\cos 3 \theta = 4 \cos ^ { 3 } \theta - 3 \cos \theta,True,True,both_correct,True,True,both_correct
RIT_2014_202,c _ { 1 } x _ { 1 } + c _ { 2 } x _ { 2 } + \ldots + c _ { m } x _ { m },c _ { 1 } x _ { 1 } + c _ { 2 } x _ { 2 } + \ldots + c _ { m } x _ { m },c _ { 1 } x _ { 1 } + c _ { 2 } x _ { 2 } + \ldots + c _ { m } x _ { m },c _ { 1 } x _ { 1 } + c _ { 2 } x _ { 2 } + \ldots + c _ { m } x _ { m },True,True,c x x + c _ { 2 } x _ { 2 } + o + + c _ { m } x _ { m },"c , x _ { 1 } + c _ { 2 } x _ { 2 } l _ { 0 } + c m x _ { m }",c x x + c _ { 2 } x _ { 2 } + o + + c _ { m } x _ { m },"c , x _ { 1 } + c _ { 2 } x _ { 2 } l _ { 0 } + c m x _ { m }",False,False,both_wrong,False,False,both_wrong
