id,category,left_gt,right_gt,left_dimensions,right_dimensions,image_bytes_equal
UN19_1026_em_360,identical,- \frac { 5 2 } { 4 5 },- \frac { 5 2 } { 4 5 },143x121,150x126,false
UN19_1026_em_361,identical,\alpha ( 1 - \cos t ),\alpha ( 1 - \cos t ),302x121,208x88,false
UN19_1026_em_362,only_limits,\lim _ { y \rightarrow \infty } u ( y ) = s,\lim \limits _ { y \rightarrow \infty } u ( y ) = s,349x152,308x136,false
UN19_1026_em_363,identical,c = \frac { b - 1 } { b + 1 },c = \frac { b - 1 } { b + 1 },202x115,248x138,false
UN19_1026_em_364,identical,a _ { 1 } + a _ { 2 } + a _ { 3 } + a _ { 6 },a _ { 1 } + a _ { 2 } + a _ { 3 } + a _ { 6 },380x57,636x78,false
UN19_1026_em_365,identical,q _ { 1 } + q _ { 2 } + q _ { 3 } + q _ { 4 } = 2,q _ { 1 } + q _ { 2 } + q _ { 3 } + q _ { 4 } = 2,416x87,447x92,false
UN19_1026_em_366,identical,"x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }","x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }",411x84,846x149,false
UN19_1026_em_367,identical,x ^ { 3 } x ^ { 4 } x ^ { 5 },x ^ { 3 } x ^ { 4 } x ^ { 5 },184x71,327x110,false
UN19_1026_em_368,identical,a = c b ^ { - 1 } - b a b ^ { - 1 },a = c b ^ { - 1 } - b a b ^ { - 1 },364x89,371x89,false
UN19_1026_em_369,identical,\sqrt { 1 + z ^ { 2 } },\sqrt { 1 + z ^ { 2 } },228x84,263x93,false
UN19_1026_em_370,identical,G \times G,G \times G,217x96,150x71,false
UN19_1026_em_371,identical,n + 7,n + 7,169x80,193x88,false
UN19_1026_em_372,identical,k \times x,k \times x,128x87,141x95,false
UN19_1026_em_373,identical,r = \sqrt { x ^ { a } x ^ { a } },r = \sqrt { x ^ { a } x ^ { a } },238x82,358x112,false
UN19_1026_em_374,residual,\frac { 1 } { 2 } \times \frac 1 2,\frac { 1 } { 2 } \times \frac { 1 } { 2 },149x111,204x149,false
UN19_1027_em_375,identical,- a < x < a,- a < x < a,402x60,531x70,false
UN19_1027_em_376,identical,a ^ { 2 } \pi ^ { - 2 } \beta ^ { 2 } + b ^ { 2 } \pi ^ { 2 } \beta ^ { - 2 },a ^ { 2 } \pi ^ { - 2 } \beta ^ { 2 } + b ^ { 2 } \pi ^ { 2 } \beta ^ { - 2 },704x111,692x109,false
UN19_1027_em_377,identical,y \geq 0,y \geq 0,260x106,153x69,false
UN19_1027_em_378,only_limits,\lim _ { k \rightarrow \infty } t _ { k } < \infty,\lim \limits _ { k \rightarrow \infty } t _ { k } < \infty,431x141,369x123,false
UN19_1027_em_379,identical,\lim \sqrt { x },\lim \sqrt { x },303x101,236x82,false
UN19_1027_em_380,identical,\Delta \geq 3,\Delta \geq 3,285x100,163x65,false
UN19_1027_em_381,identical,z y ^ { 2 } = 4 x ^ { 3 } - g _ { 2 } z ^ { 2 } x - g _ { 3 } z ^ { 3 },z y ^ { 2 } = 4 x ^ { 3 } - g _ { 2 } z ^ { 2 } x - g _ { 3 } z ^ { 3 },839x118,798x112,false
UN19_1027_em_382,identical,( a + b + c ),( a + b + c ),436x117,230x72,false
UN19_1027_em_383,identical,v = \frac { x ^ { 0 } - x ^ { 9 } } { 2 },v = \frac { x ^ { 0 } - x ^ { 9 } } { 2 },381x135,569x191,false
UN19_1027_em_384,identical,4 n = \frac { 2 n \times 2 n } { n },4 n = \frac { 2 n \times 2 n } { n },434x109,486x118,false
UN19_1027_em_385,residual,b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) ),b + \frac { 4 B \pi ^ { 2 } \sqrt { 1 - x } } { \sqrt { 1 + 3 x } } - 4 ( \gamma + \log ( 4 ) ),799x128,768x123,false
UN19_1027_em_386,identical,\frac { 1 } { \sqrt { 3 } },\frac { 1 } { \sqrt { 3 } },131x179,91x121,false
UN19_1027_em_387,only_limits,\int _ { 0 } ^ { \infty } \frac { d x } { x },\int \limits _ { 0 } ^ { \infty } \frac { d x } { x },264x169,194x127,false
UN19_1027_em_388,identical,a + \frac { 1 } { 2 } > - \frac { 1 } { 2 },a + \frac { 1 } { 2 } > - \frac { 1 } { 2 },393x127,432x137,false
UN19_1027_em_389,identical,x _ { 0 } + g ( x - x _ { 0 } ),x _ { 0 } + g ( x - x _ { 0 } ),557x97,544x94,false
UN19_1028_em_390,identical,d y y,d y y,145x111,82x67,false
UN19_1028_em_391,identical,\frac { 8 9 9 } { 5 2 8 },\frac { 8 9 9 } { 5 2 8 },149x142,133x127,false
UN19_1028_em_392,identical,z = x _ { 2 1 } x _ { 1 3 } ^ { - 1 } x _ { 3 4 } x _ { 4 2 } ^ { - 1 },z = x _ { 2 1 } x _ { 1 3 } ^ { - 1 } x _ { 3 4 } x _ { 4 2 } ^ { - 1 },590x134,739x162,false
UN19_1028_em_393,identical,\frac { m } { \sqrt { 2 } },\frac { m } { \sqrt { 2 } },95x115,101x123,false
UN19_1028_em_394,identical,\tan \alpha \tan \theta ^ { \prime } = - 1,\tan \alpha \tan \theta ^ { \prime } = - 1,496x84,416x73,false
UN19_1028_em_395,only_limits,q ^ { 2 } = \sum _ { a = 1 } ^ { n } ( x ^ { a } ) ^ { 2 },q ^ { 2 } = \sum \limits _ { a = 1 } ^ { n } ( x ^ { a } ) ^ { 2 },425x151,392x140,false
UN19_1028_em_396,identical,I R,I R,123x84,92x65,false
UN19_1028_em_397,identical,F ( X ) = \sqrt [ 3 ] { 1 + X },F ( X ) = \sqrt [ 3 ] { 1 + X },548x125,357x87,false
UN19_1028_em_398,identical,x _ { 1 } + i x _ { 2 } = ( x _ { 1 } + i x _ { 2 } ) + 1,x _ { 1 } + i x _ { 2 } = ( x _ { 1 } + i x _ { 2 } ) + 1,749x111,778x114,false
UN19_1028_em_399,identical,r = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },r = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },594x150,595x149,false
UN19_1028_em_400,identical,f ( x ) g ( y ) - f ( y ) g ( x ) = f ( x + y ) [ V ( y ) - V ( x ) ],f ( x ) g ( y ) - f ( y ) g ( x ) = f ( x + y ) [ V ( y ) - V ( x ) ],834x122,533x86,false
UN19_1028_em_401,identical,[ a b ] = \frac { 1 } { 2 } ( a b - b a ),[ a b ] = \frac { 1 } { 2 } ( a b - b a ),503x125,344x91,false
UN19_1028_em_402,identical,\int d u,\int d u,191x158,116x99,false
UN19_1028_em_403,identical,\int d y f ( y ) = 1,\int d y f ( y ) = 1,360x136,212x87,false
UN19_1028_em_404,identical,"( 9 . 1 . a ) , ( 9 . 1 . c ) , ( 9 . 1 . e )","( 9 . 1 . a ) , ( 9 . 1 . c ) , ( 9 . 1 . e )",713x137,409x88,false
UN19_1029_em_405,identical,\cos ( \frac { c \pi } { 2 } ),\cos ( \frac { c \pi } { 2 } ),281x179,140x95,false
UN19_1029_em_406,identical,"\pm 1 , \pm 2 , \pm 3 , \pm 6","\pm 1 , \pm 2 , \pm 3 , \pm 6",708x135,375x81,false
UN19_1029_em_407,residual,u ^ { n + 1 } = \cos { r },u ^ { n + 1 } = \cos r,324x97,389x111,false
UN19_1029_em_408,identical,2 \sin \gamma = \sqrt { q },2 \sin \gamma = \sqrt { q },520x146,217x72,false
UN19_1029_em_409,only_limits,x y = \sum _ { j = 1 } ^ { n } x _ { j } y _ { j },x y = \sum \limits _ { j = 1 } ^ { n } x _ { j } y _ { j },286x174,272x165,false
UN19_1029_em_410,identical,\beta ^ { n } + \beta ^ { - n } - 2,\beta ^ { n } + \beta ^ { - n } - 2,399x140,231x88,false
UN19_1029_em_411,identical,\frac { 1 } { c },\frac { 1 } { c },97x150,68x100,false
UN19_1029_em_412,identical,5 \times 5,5 \times 5,243x125,125x71,false
UN19_1029_em_413,identical,x = x _ { a } - x _ { b },x = x _ { a } - x _ { b },431x62,733x88,false
UN19_1029_em_414,identical,G = \sin t \sin x,G = \sin t \sin x,357x97,420x109,false
UN19_1029_em_415,identical,"k ( r , E , l ) = \frac { 1 } { V ( r ) } \sqrt { E ^ { 2 } - \frac { V ( r ) } { r ^ { 2 } } l ( l + 1 ) }","k ( r , E , l ) = \frac { 1 } { V ( r ) } \sqrt { E ^ { 2 } - \frac { V ( r ) } { r ^ { 2 } } l ( l + 1 ) }",576x105,669x118,false
UN19_1029_em_416,identical,f _ { r a t } = \frac { x - 1 } { x + 1 },f _ { r a t } = \frac { x - 1 } { x + 1 },288x119,350x141,false
UN19_1029_em_417,identical,x \neq a,x \neq a,171x67,288x98,false
UN19_1029_em_418,identical,- \frac { k - 1 } { 2 } < - \frac { q } { 2 } < - \frac { 1 } { 2 },- \frac { k - 1 } { 2 } < - \frac { q } { 2 } < - \frac { 1 } { 2 },535x115,659x136,false
UN19_1029_em_419,identical,C _ { i - 1 } - C _ { i } - C _ { n },C _ { i - 1 } - C _ { i } - C _ { n },497x80,476x76,false
UN19_1030_em_420,residual,\tan { \theta } = 0,\tan \theta = 0,339x93,205x64,false
UN19_1030_em_421,identical,\frac { 5 } { 1 2 } - \frac { 1 1 5 } { 8 } u ^ { - 2 },\frac { 5 } { 1 2 } - \frac { 1 1 5 } { 8 } u ^ { - 2 },319x125,264x106,false
UN19_1030_em_422,identical,( d + 1 + n ) \times ( d + 1 + n ),( d + 1 + n ) \times ( d + 1 + n ),434x105,337x85,false
UN19_1030_em_423,identical,\log \sqrt { 2 \pi },\log \sqrt { 2 \pi },224x124,160x91,false
UN19_1030_em_424,identical,d = \frac { \sqrt { 7 } } { 4 },d = \frac { \sqrt { 7 } } { 4 },241x158,147x100,false
UN19_1030_em_425,identical,\int \limits _ { - n } ^ { n } d ^ { 4 } x,\int \limits _ { - n } ^ { n } d ^ { 4 } x,180x212,148x173,false
UN19_1030_em_426,identical,\sin ( \pi x ),\sin ( \pi x ),240x115,174x87,false
UN19_1030_em_427,identical,c _ { s } ^ { 2 } \geq [ 1 + 2 ( n - 1 ) ] ^ { - 1 },c _ { s } ^ { 2 } \geq [ 1 + 2 ( n - 1 ) ] ^ { - 1 },449x125,296x89,false
UN19_1030_em_428,identical,x ^ { 2 } - y ^ { 2 } - x ^ { 3 } = 0,x ^ { 2 } - y ^ { 2 } - x ^ { 3 } = 0,392x103,417x107,false
UN19_1030_em_429,identical,9 - n,9 - n,243x115,124x66,false
UN19_1030_em_430,residual,b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) ),b - \frac { 4 B \pi ^ { 2 } \sqrt { 1 - x } } { \sqrt { 1 + 3 x } } - 4 ( \gamma + \log ( 4 ) ),732x178,573x143,false
UN19_1030_em_431,identical,x ^ { 8 } - x ^ { 9 },x ^ { 8 } - x ^ { 9 },222x89,252x98,false
UN19_1030_em_432,identical,S _ { a b } S _ { b } + S _ { b } S _ { a b } = 0,S _ { a b } S _ { b } + S _ { b } S _ { a b } = 0,667x118,403x80,false
UN19_1030_em_433,identical,\sin ( \theta ),\sin ( \theta ),251x118,149x75,false
UN19_1030_em_434,identical,A d S ( 3 ) \times S ( 3 ) \times S ( 3 ) \times S ( 1 ),A d S ( 3 ) \times S ( 3 ) \times S ( 3 ) \times S ( 1 ),715x110,435x76,false
UN19_1031_em_435,identical,\cos ^ { 2 } \alpha,\cos ^ { 2 } \alpha,175x94,160x87,false
UN19_1031_em_436,identical,x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 },x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 },379x100,427x110,false
UN19_1031_em_437,identical,N ( x y ) = N ( x ) N ( y ),N ( x y ) = N ( x ) N ( y ),529x139,357x100,false
UN19_1031_em_438,identical,g = q \tan \theta,g = q \tan \theta,338x101,367x107,false
UN19_1031_em_439,identical,a = b ^ { - 1 } c - b ^ { - 1 } a b,a = b ^ { - 1 } c - b ^ { - 1 } a b,466x91,655x118,false
UN19_1031_em_440,identical,x ( t ) = x _ { 0 } + x _ { 1 } t + x _ { 2 } t ^ { 2 } + \ldots,x ( t ) = x _ { 0 } + x _ { 1 } t + x _ { 2 } t ^ { 2 } + \ldots,610x103,981x150,false
UN19_1031_em_441,identical,x _ { a b } = x _ { a } - x _ { b },x _ { a b } = x _ { a } - x _ { b },356x65,698x104,false
UN19_1031_em_442,identical,"( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } )","( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } )",505x95,787x133,false
UN19_1031_em_443,identical,C = \frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } },C = \frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } },329x113,314x109,false
UN19_1031_em_444,identical,x = \frac { 2 \pi } { \sqrt { 2 } } ( n + \frac { 1 } { 2 } ),x = \frac { 2 \pi } { \sqrt { 2 } } ( n + \frac { 1 } { 2 } ),340x91,490x121,false
UN19_1031_em_445,identical,u _ { 1 } = \{ x \} \{ y \} \{ z \},u _ { 1 } = \{ x \} \{ y \} \{ z \},487x131,265x80,false
UN19_1031_em_446,identical,a [ 2 ] = \frac { 1 } { 2 } a _ { 2 } + a _ { 3 } + a _ { 4 } + \frac { 5 } { 2 },a [ 2 ] = \frac { 1 } { 2 } a _ { 2 } + a _ { 3 } + a _ { 4 } + \frac { 5 } { 2 },571x125,796x165,false
UN19_1031_em_447,residual,\alpha = \frac 1 { 2 b } - \frac { b } { 2 },\alpha = \frac { 1 } { 2 b } - \frac { b } { 2 },315x114,385x135,false
UN19_1031_em_448,identical,B \times F,B \times F,314x142,137x70,false
UN19_1031_em_449,identical,\frac { y _ { 2 } - y _ { 1 } } { x _ { 2 } - x _ { 1 } },\frac { y _ { 2 } - y _ { 1 } } { x _ { 2 } - x _ { 1 } },260x154,333x193,false
UN19_1032_em_450,identical,M ^ { 4 } = \cos ( \frac { ( n + 1 ) \pi } { k + 2 } ) / \cos ( \frac { \pi } { k + 2 } ),M ^ { 4 } = \cos ( \frac { ( n + 1 ) \pi } { k + 2 } ) / \cos ( \frac { \pi } { k + 2 } ),778x176,507x122,false
UN19_1032_em_451,identical,\frac { 3 . 1 0 } { 1 0 + 2 } = \frac { 1 0 . 1 } { 1 + 3 },\frac { 3 . 1 0 } { 1 0 + 2 } = \frac { 1 0 . 1 } { 1 + 3 },515x184,404x148,false
UN19_1032_em_452,identical,\cos ( Y ),\cos ( Y ),277x152,118x72,false
UN19_1032_em_453,identical,x \neq 0,x \neq 0,345x84,242x65,false
UN19_1032_em_454,only_limits,\lim _ { l \rightarrow \infty } x ( l ),\lim \limits _ { l \rightarrow \infty } x ( l ),312x143,247x117,false
UN19_1032_em_455,identical,( 4 n - 4 ) - ( 2 n - 1 ) = 2 n - 3,( 4 n - 4 ) - ( 2 n - 1 ) = 2 n - 3,740x99,490x72,false
UN19_1032_em_456,identical,1 - \cos x,1 - \cos x,401x108,387x104,false
UN19_1032_em_457,identical,( x ^ { 2 } - u x - v ) ( x ^ { 2 } + u x + v ) = 0,( x ^ { 2 } - u x - v ) ( x ^ { 2 } + u x + v ) = 0,795x140,561x105,false
UN19_1032_em_458,identical,\sqrt [ c ] { \cos ( x ) },\sqrt [ c ] { \cos ( x ) },313x166,172x97,false
UN19_1032_em_459,identical,\cos \alpha = - 1,\cos \alpha = - 1,450x90,266x61,false
UN19_1032_em_460,residual,"[ a + i \frac \beta 2 , b + i \frac \beta 2 ]","[ a + i \frac { \beta } { 2 } , b + i \frac { \beta } { 2 } ]",676x175,374x106,false
UN19_1032_em_461,identical,a = x + i y,a = x + i y,344x120,311x109,false
UN19_1032_em_462,identical,B = \frac { 4 9 } { 9 },B = \frac { 4 9 } { 9 },287x157,156x91,false
UN19_1032_em_463,identical,\pi \times \pi,\pi \times \pi,267x86,214x73,false
UN19_1032_em_464,residual,r = \sqrt { { ( x ^ { 1 } ) } ^ { 2 } + { ( x ^ { 2 } ) } ^ { 2 } },r = \sqrt { ( x ^ { 1 } ) ^ { 2 } + ( x ^ { 2 } ) ^ { 2 } },589x184,345x116,false
UN19_1033_em_465,identical,x \leq z,x \leq z,376x137,219x87,false
UN19_1033_em_466,residual,2 \pi ( \sin { \theta _ { 1 } } + \sin { \theta _ { 2 } } ),2 \pi ( \sin \theta _ { 1 } + \sin \theta _ { 2 } ),657x130,432x92,false
UN19_1033_em_467,identical,2 x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = 4 x y z,2 x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = 4 x y z,675x126,582x111,false
UN19_1033_em_468,identical,\lambda \log \lambda,\lambda \log \lambda,344x183,147x86,false
UN19_1033_em_469,identical,8 + 8 + 8 + 8 + 6,8 + 8 + 8 + 8 + 6,592x132,259x69,false
UN19_1033_em_470,only_limits,\lim _ { N \rightarrow \infty } T ^ { N \times N } = T,\lim \limits _ { N \rightarrow \infty } T ^ { N \times N } = T,459x169,387x145,false
UN19_1033_em_471,identical,a _ { 0 } z _ { 1 } z _ { 2 } z _ { 3 } z _ { 4 } z _ { 5 },a _ { 0 } z _ { 1 } z _ { 2 } z _ { 3 } z _ { 4 } z _ { 5 },516x89,459x81,false
UN19_1033_em_472,identical,C + q y,C + q y,252x123,141x75,false
UN19_1033_em_473,identical,0 = e ^ { - u } + e ^ { u - v - t } + e ^ { - v } + 1,0 = e ^ { - u } + e ^ { u - v - t } + e ^ { - v } + 1,719x141,526x109,false
UN19_1033_em_474,identical,V _ { n - 1 } = \int d ^ { n - 1 } x \sqrt { h },V _ { n - 1 } = \int d ^ { n - 1 } x \sqrt { h },580x148,307x88,false
UN19_1033_em_475,identical,0 \leq \alpha \leq \sqrt { \frac { c } { 1 2 } },0 \leq \alpha \leq \sqrt { \frac { c } { 1 2 } },453x155,307x110,false
UN19_1033_em_476,identical,n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n _ { 1 } - 1 },n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n _ { 1 } - 1 },431x130,488x144,false
UN19_1033_em_477,identical,i \ldots n,i \ldots n,197x104,151x83,false
UN19_1033_em_478,identical,| x | = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },| x | = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },628x158,510x132,false
UN19_1033_em_479,only_limits,\lim _ { e \rightarrow \infty } R ( e ) / e = 0,\lim \limits _ { e \rightarrow \infty } R ( e ) / e = 0,568x169,299x97,false
UN19_1034_em_481,identical,h = \tan ( \pi / p ),h = \tan ( \pi / p ),463x123,328x93,false
UN19_1034_em_482,identical,V ( x ) = i \sin x,V ( x ) = i \sin x,490x126,301x85,false
UN19_1034_em_483,residual,\tan { \theta } = E / \sqrt { 1 - E ^ { 2 } },\tan \theta = E / \sqrt { 1 - E ^ { 2 } },624x129,374x86,false
UN19_1034_em_484,identical,\frac { 1 } { 2 ! 2 ! },\frac { 1 } { 2 ! 2 ! },244x219,166x150,false
UN19_1034_em_485,identical,1 + 7 + 1 1,1 + 7 + 1 1,502x119,278x74,false
UN19_1034_em_486,identical,\frac { 5 7 5 } { 2 4 },\frac { 5 7 5 } { 2 4 },279x203,192x141,false
UN19_1034_em_487,identical,x _ { 1 } + x _ { 2 } + x _ { 4 } = 2 x _ { 3 },x _ { 1 } + x _ { 2 } + x _ { 4 } = 2 x _ { 3 },608x110,552x102,false
UN19_1034_em_488,residual,- 4 ( \gamma + \log 4 ) + b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } },- 4 ( \gamma + \log 4 ) + b - \frac { 4 B \pi ^ { 2 } \sqrt { 1 - x } } { \sqrt { 1 + 3 x } },740x200,491x138,false
UN19_1034_em_489,identical,\tan \beta = 8 0,\tan \beta = 8 0,451x138,224x77,false
UN19_1034_em_490,identical,z ^ { a } = x ^ { 2 a - 1 } + i x ^ { 2 a },z ^ { a } = x ^ { 2 a - 1 } + i x ^ { 2 a },581x139,530x128,false
UN19_1034_em_491,identical,C _ { 1 } = \frac { N + 1 } { N - 1 } ( \frac { N + 1 } { 3 } - \frac { 2 } { 3 } ),C _ { 1 } = \frac { N + 1 } { N - 1 } ( \frac { N + 1 } { 3 } - \frac { 2 } { 3 } ),723x177,442x115,false
UN19_1034_em_492,only_limits,\sum _ { i = 0 } ^ { n - 1 } g _ { i + 1 } x ^ { i },\sum \limits _ { i = 0 } ^ { n - 1 } g _ { i + 1 } x ^ { i },444x252,342x196,false
UN19_1034_em_493,identical,x ^ { 3 } + x y ^ { 3 } + z ^ { 2 },x ^ { 3 } + x y ^ { 3 } + z ^ { 2 },565x177,334x112,false
UN19_1034_em_494,only_limits,\lim _ { r \rightarrow \infty } w ( r ) = 0,\lim \limits _ { r \rightarrow \infty } w ( r ) = 0,507x173,386x136,false
UN19_1035_em_495,identical,a x - b \log ( x ) \geq b ( 1 - \log \frac { b } { a } ),a x - b \log ( x ) \geq b ( 1 - \log \frac { b } { a } ),708x154,590x131,false
UN19_1035_em_496,identical,y \geq a,y \geq a,223x103,168x81,false
UN19_1035_em_497,identical,- \frac { 1 8 5 8 } { 9 },- \frac { 1 8 5 8 } { 9 },264x161,212x131,false
UN19_1035_em_498,identical,d ^ { 2 } x \sqrt { h ( x ) },d ^ { 2 } x \sqrt { h ( x ) },399x119,296x93,false
UN19_1035_em_499,identical,8 + \frac { 8 \times 7 } { 2 } = 3 6,8 + \frac { 8 \times 7 } { 2 } = 3 6,407x130,300x101,false
UN19_1035_em_500,residual,2 f ( x ) = - 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } },2 f ( x ) = - 4 ( \gamma + \log 4 ) + b + \frac { 4 B \pi ^ { 2 } \sqrt { 1 - x } } { \sqrt { 1 + 3 x } },810x148,950x169,false
UN19_1035_em_501,identical,t _ { n - p - 2 a _ { p } } ^ { ( n - p - 1 ) },t _ { n - p - 2 a _ { p } } ^ { ( n - p - 1 ) },352x145,364x148,false
UN19_1035_em_502,identical,5 6 _ { c } + 8 _ { v } + 5 6 _ { v } + 8 _ { c },5 6 _ { c } + 8 _ { v } + 5 6 _ { v } + 8 _ { c },633x109,474x86,false
UN19_1035_em_503,identical,z = x + \sqrt { x ^ { 2 } - 1 },z = x + \sqrt { x ^ { 2 } - 1 },539x89,522x86,false
UN19_1035_em_504,identical,\tan [ \frac { n } { 2 } \sigma ],\tan [ \frac { n } { 2 } \sigma ],332x118,267x98,false
UN19_1035_em_505,identical,\cos ( z v ) / \sin ( z ),\cos ( z v ) / \sin ( z ),525x116,351x84,false
UN19_1035_em_506,residual,f ^ { 2 } { - } f { + } x = 0,f ^ { 2 } - f + x = 0,498x141,307x94,false
UN19_1035_em_507,only_limits,\sum _ { i } \beta ^ { i },\sum \limits _ { i } \beta ^ { i },186x145,129x103,false
UN19_1035_em_508,identical,\sqrt { i r ( x ) },\sqrt { i r ( x ) },295x115,235x95,false
UN19_1035_em_509,identical,\int d z \int d w,\int d z \int d w,320x140,194x91,false
UN19_1036_em_510,identical,b ^ { x } a ^ { y },b ^ { x } a ^ { y },300x193,152x103,false
UN19_1036_em_511,identical,y _ { i } ^ { 2 } = x _ { i } ( x _ { i } - 1 ) ( x _ { i } - a _ { i } ),y _ { i } ^ { 2 } = x _ { i } ( x _ { i } - 1 ) ( x _ { i } - a _ { i } ),726x182,466x124,false
UN19_1036_em_512,identical,h _ { x x } = - h _ { y y } \neq 0,h _ { x x } = - h _ { y y } \neq 0,416x172,262x114,false
UN19_1036_em_513,identical,T ( x ) = i u \sin ( x ),T ( x ) = i u \sin ( x ),472x126,394x109,false
UN19_1036_em_514,identical,\frac { 1 } { \sqrt { N } },\frac { 1 } { \sqrt { N } },158x200,83x101,false
UN19_1036_em_515,identical,X _ { 9 } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } ),X _ { 9 } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } ),470x130,296x89,false
UN19_1036_em_516,only_limits,A = \int d x h ( x ) \sum _ { j } B _ { j } ( x ) b _ { j } ( x ),A = \int d x h ( x ) \sum \limits _ { j } B _ { j } ( x ) b _ { j } ( x ),711x148,471x105,false
UN19_1036_em_517,identical,x = \pm \frac { a } { 2 },x = \pm \frac { a } { 2 },319x110,349x117,false
UN19_1036_em_518,identical,a = \sqrt { \frac { 6 \sqrt { 3 } } { 5 } },a = \sqrt { \frac { 6 \sqrt { 3 } } { 5 } },265x195,161x121,false
UN19_1036_em_519,only_limits,T = \lim _ { u \rightarrow \infty } u z,T = \lim \limits _ { u \rightarrow \infty } u z,285x117,350x139,false
UN19_1036_em_520,identical,h \geq 3 \times 2 + 1 = 7,h \geq 3 \times 2 + 1 = 7,596x133,372x90,false
UN19_1036_em_521,identical,g = \frac { ( a + b ) ( a + b - 1 ) } { 2 },g = \frac { ( a + b ) ( a + b - 1 ) } { 2 },574x204,412x151,false
UN19_1036_em_522,identical,1 3 7 = 3 + 7 + 1 2 7 = ( 2 ^ { 2 } - 1 ) + ( 2 ^ { 3 } - 1 ) + ( 2 ^ { 7 } - 1 ),1 3 7 = 3 + 7 + 1 2 7 = ( 2 ^ { 2 } - 1 ) + ( 2 ^ { 3 } - 1 ) + ( 2 ^ { 7 } - 1 ),763x117,654x103,false
UN19_1036_em_523,identical,z ( t ) = x ( t ) + i y ( t ),z ( t ) = x ( t ) + i y ( t ),591x151,378x104,false
UN19_1036_em_524,identical,\frac { 2 \pi } { \beta } ( n + \frac { 1 } { 2 } ),\frac { 2 \pi } { \beta } ( n + \frac { 1 } { 2 } ),374x241,199x133,false
UN19_1037_em_525,identical,x _ { 0 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1,x _ { 0 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1,686x114,730x119,false
UN19_1037_em_526,identical,[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ],[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ],801x169,310x78,false
UN19_1037_em_527,identical,\frac { 1 } { k ^ { 2 } ( k + 1 ) } = \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k } + \frac { 1 } { k + 1 },\frac { 1 } { k ^ { 2 } ( k + 1 ) } = \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k ^ { 2 } } - \frac { 1 } { k } + \frac { 1 } { k + 1 },790x255,536x178,false
UN19_1037_em_528,residual,( z ) = \frac { \sin ( \frac \theta { 2 i } + \frac \pi { 2 \pi } z ) } { \sin ( \frac \theta { 2 i } - \frac \pi { 2 h } z ) },( z ) = \frac { \sin ( \frac { \theta } { 2 i } + \frac { \pi } { 2 \pi } z ) } { \sin ( \frac { \theta } { 2 i } - \frac { \pi } { 2 h } z ) },595x241,505x206,false
UN19_1037_em_529,identical,\log ( - x ) = \log ( x ) + i \pi,\log ( - x ) = \log ( x ) + i \pi,620x176,350x108,false
